StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q25,Q28,Q31,Q34,Q5,Q7,Q8,Q8_4_TEXT,Q35,Q35_7_TEXT,Q9,Q11,Q12,Q10,Q1,Condition,Q35_7_TEXT - Topics
2018-10-24 16:46:21,2018-10-24 16:47:26,IP Address,172.58.12.235,100,65,True,2018-10-24 16:47:26,R_e5n2Wr1asj9xiZH,,,,,25.992095947265625,-80.27120208740234375,anonymous,EN,Yes- I consent,,,,A man and a woman,33161,27,Male,,Black/African,,Coors Light,Maybe,Yes,Lean Republican,No,4,
2018-10-24 16:46:40,2018-10-24 16:47:27,IP Address,65.34.128.117,100,46,True,2018-10-24 16:47:27,R_2rdx80gJLbN6QjT,,,,,25.5959930419921875,-80.5070037841796875,anonymous,EN,Yes- I consent,A Woman,,,,79936,28,Female,,Caucasian,,Coors Light,Maybe,Yes,Somewhere in-between,Yes,1,
2018-10-24 16:47:03,2018-10-24 16:48:05,IP Address,69.243.186.94,100,61,True,2018-10-24 16:48:05,R_1jlK7EYEYoJMgSI,,,,,40.4398040771484375,-86.08930206298828125,anonymous,EN,Yes- I consent,,A Woman,,,46902,31,Female,,Caucasian,,Water,Maybe,No,Somewhere in-between,Yes,2,
2018-10-24 16:47:08,2018-10-24 16:48:34,IP Address,68.19.168.10,100,86,True,2018-10-24 16:48:35,R_12a7TjtD6aeZe60,,,,,31.690093994140625,-90.4131011962890625,anonymous,EN,Yes- I consent,,,A Man,,39120,66,Female,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,3,
2018-10-24 16:46:57,2018-10-24 16:48:47,IP Address,184.53.1.58,100,110,True,2018-10-24 16:48:47,R_2eVysrrD9I80Fpb,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes- I consent,,A Woman,,,49720,34,Male,,Caucasian,,Water,Yes,Yes,Somewhere in-between,Yes,2,
2018-10-24 16:49:53,2018-10-24 16:50:58,IP Address,107.146.213.220,100,65,True,2018-10-24 16:50:59,R_YSo7nQN69X6FqkF,,,,,35.20440673828125,-118.86479949951171875,anonymous,EN,Yes- I consent,A Woman,,,,93313,30,Male,,Black/African,,Iced Tea,Yes,Yes,Somewhere in-between,Yes,1,
2018-10-24 16:49:06,2018-10-24 16:51:01,IP Address,98.5.26.118,100,114,True,2018-10-24 16:51:01,R_2dolE8WQKZD1i5X,,,,,42.90570068359375,-78.62640380859375,anonymous,EN,Yes- I consent,,,,A man and a woman,14043,62,Male,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 16:50:18,2018-10-24 16:51:06,IP Address,173.71.192.92,100,48,True,2018-10-24 16:51:07,R_1rBrgkPcQuZZZfi,,,,,38.1620025634765625,-77.68540191650390625,anonymous,EN,Yes- I consent,,,,,22508,38,Male,,Caucasian,,Water,No,No,Lean Democrat,No,5,
2018-10-24 16:49:53,2018-10-24 16:51:11,IP Address,174.255.197.97,100,78,True,2018-10-24 16:51:12,R_2CZWyxDlIULdFZr,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes- I consent,,,,A man and a woman,24347,48,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 16:51:23,2018-10-24 16:52:14,IP Address,66.231.106.182,100,50,True,2018-10-24 16:52:14,R_2BwYjXvRPmpbig0,,,,,48.38360595703125,-97.7855987548828125,anonymous,EN,Yes- I consent,,,A Man,,58238,33,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 16:51:24,2018-10-24 16:52:14,IP Address,96.235.40.10,100,50,True,2018-10-24 16:52:14,R_Oj2hrBa13y78IDf,,,,,40.5034942626953125,-80.078399658203125,anonymous,EN,Yes- I consent,,,A Man,,15229,39,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 16:51:16,2018-10-24 16:52:30,IP Address,100.0.240.12,100,74,True,2018-10-24 16:52:31,R_31saBkw0hLrisvQ,,,,,42.4290924072265625,-71.0605010986328125,anonymous,EN,Yes- I consent,A Woman,,,,02176,55,Male,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 16:51:33,2018-10-24 16:52:34,IP Address,66.153.147.151,100,61,True,2018-10-24 16:52:35,R_2sanCM0OIdacscy,,,,,33.72259521484375,-78.97820281982421875,anonymous,EN,Yes- I consent,,,,,29575,25,Female,,Other - Please specify,HISPANIC,Water,Yes,Yes,Lean Democrat,Yes,5,Unknown
2018-10-24 16:51:12,2018-10-24 16:52:40,IP Address,162.207.225.80,100,88,True,2018-10-24 16:52:40,R_3GxLoAcHmuLIlml,,,,,33.7698974609375,-84.2949981689453125,anonymous,EN,Yes- I consent,,A Woman,,,30030,58,Female,,Black/African,,Iced Tea,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 16:51:54,2018-10-24 16:52:45,IP Address,204.19.223.246,100,50,True,2018-10-24 16:52:45,R_3qUnjTURkqUWFsp,,,,,42.85260009765625,-86.1262969970703125,anonymous,EN,Yes- I consent,,,,A man and a woman,49424,25,Male,,Caucasian,,Water,No,No,Lean Republican,No,4,
2018-10-24 16:52:09,2018-10-24 16:52:55,IP Address,107.15.186.57,100,46,True,2018-10-24 16:52:56,R_6RqTsGLUiUupKcF,,,,,35.722503662109375,-78.84079742431640625,anonymous,EN,Yes- I consent,A Woman,,,,27520,28,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 16:52:27,2018-10-24 16:53:06,IP Address,73.26.88.107,100,39,True,2018-10-24 16:53:07,R_roHM9ykJK3LyUBb,,,,,35.1403961181640625,-106.487701416015625,anonymous,EN,Yes- I consent,,,,,87120,32,Male,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,5,
2018-10-24 16:51:41,2018-10-24 16:53:33,IP Address,75.102.138.15,100,112,True,2018-10-24 16:53:34,R_1omSJTVYhrsvBVV,,,,,35.8014068603515625,-78.6876983642578125,anonymous,EN,Yes- I consent,,,,A man and a woman,27607,22,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 16:52:48,2018-10-24 16:53:41,IP Address,104.218.43.253,100,52,True,2018-10-24 16:53:41,R_2EfKDcaWZKwpcko,,,,,39.918792724609375,-75.39910125732421875,anonymous,EN,Yes- I consent,,A Woman,,,19036,20,Male,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 16:53:29,2018-10-24 16:54:13,IP Address,169.139.19.148,100,44,True,2018-10-24 16:54:13,R_BSp5KiDO7ISMKLD,,,,,25.814300537109375,-80.20510101318359375,anonymous,EN,Yes- I consent,A Woman,,,,33179,33,Female,,Caucasian,,Coors Light,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 16:53:57,2018-10-24 16:54:44,IP Address,24.156.79.205,100,47,True,2018-10-24 16:54:45,R_RmhZsfLuM7zz6Br,,,,,35.2256927490234375,-111.5740966796875,anonymous,EN,Yes- I consent,,,A Man,,85083,20,Male,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 16:53:30,2018-10-24 16:55:19,IP Address,73.5.10.165,100,109,True,2018-10-24 16:55:19,R_BMoAilh6wPm4265,,,,,35.1439971923828125,-90.04799652099609375,anonymous,EN,Yes- I consent,,,,A man and a woman,38107,31,Female,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,4,
2018-10-24 16:55:05,2018-10-24 16:55:43,IP Address,12.35.129.190,100,38,True,2018-10-24 16:55:44,R_1OMH5z7qEbbMnnP,,,,,32.705902099609375,-117.052398681640625,anonymous,EN,Yes- I consent,,,A Man,,92110,28,Female,,Black/African,,Water,No,No,Lean Democrat,No,3,
2018-10-24 16:51:51,2018-10-24 16:55:57,IP Address,172.58.15.30,100,245,True,2018-10-24 16:55:57,R_00VDLdpJbcW2nnz,,,,,25.8527069091796875,-80.30120086669921875,anonymous,EN,Yes- I consent,,A Woman,,,33161,23,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 16:55:28,2018-10-24 16:56:22,IP Address,66.24.228.221,100,54,True,2018-10-24 16:56:23,R_1CkKsf82E89Yrhh,,,,,42.092803955078125,-79.2440032958984375,anonymous,EN,Yes- I consent,A Woman,,,,14750,31,Female,,Caucasian,,Water,Maybe,Yes,Lean Democrat,Yes,1,
2018-10-24 16:55:33,2018-10-24 16:56:34,IP Address,174.83.194.55,100,60,True,2018-10-24 16:56:34,R_etImb8S6mG8vjlT,,,,,39.52490234375,-119.90309906005859375,anonymous,EN,Yes- I consent,,,,,89509,27,Non-binary/ third gender,,Caucasian,,Water,Maybe,No,Lean Democrat,No,5,
2018-10-24 16:54:37,2018-10-24 16:56:35,IP Address,73.163.52.143,100,117,True,2018-10-24 16:56:35,R_yR9hLGGxM4qSVvb,,,,,38.6598968505859375,-76.5399017333984375,anonymous,EN,Yes- I consent,,,,,20657,27,Female,,Other - Please specify,Multiracial,Water,Maybe,Yes,Lean Democrat,Yes,5,Unknown
2018-10-24 16:53:07,2018-10-24 16:57:04,IP Address,73.220.63.138,100,237,True,2018-10-24 16:57:05,R_1F9byCy6l9CeQFX,,,,,37.962493896484375,-121.2624053955078125,anonymous,EN,Yes- I consent,,,,A man and a woman,95205,35,Female,,"Black/African,Caucasian,Native American",,Water,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 16:56:35,2018-10-24 16:57:53,IP Address,97.122.237.251,100,77,True,2018-10-24 16:57:53,R_10xsbDyhjlj5kyU,,,,,39.6717071533203125,-104.92710113525390625,anonymous,EN,Yes- I consent,,A Woman,,,80130,26,Male,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 16:57:08,2018-10-24 16:57:59,IP Address,70.189.167.20,100,50,True,2018-10-24 16:58:00,R_3M6xmD9dRrRxeRq,,,,,36.111297607421875,-115.2790985107421875,anonymous,EN,Yes- I consent,,,,,89141,45,Male,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,5,
2018-10-24 16:57:07,2018-10-24 16:58:09,IP Address,108.5.230.203,100,61,True,2018-10-24 16:58:09,R_2DXJX0K8PCK6Xzc,,,,,40.84930419921875,-74.040496826171875,anonymous,EN,Yes- I consent,,,,,07603,43,Male,,Caucasian,,Iced Tea,Yes,Yes,Lean Republican,Yes,5,
2018-10-24 16:56:57,2018-10-24 16:58:19,IP Address,174.48.180.83,100,81,True,2018-10-24 16:58:19,R_1DIICYOYk8pZmCU,,,,,25.530303955078125,-80.3917999267578125,anonymous,EN,Yes- I consent,,A Woman,,,33177,23,Female,,Caucasian,,Water,No,No,Lean Republican,No,2,
2018-10-24 16:49:18,2018-10-24 16:58:21,IP Address,98.218.87.22,100,543,True,2018-10-24 16:58:21,R_3qJ2JqeC6SU2BT4,,,,,38.8148956298828125,-77.121002197265625,anonymous,EN,Yes- I consent,,,A Man,,22311,24,Male,,Black/African,,Water,Yes,No,Lean Democrat,Yes,3,
2018-10-24 16:57:40,2018-10-24 16:59:00,IP Address,72.66.104.188,100,80,True,2018-10-24 16:59:01,R_2co2nh3UutgCPvs,,,,,38.52569580078125,-76.98650360107421875,anonymous,EN,Yes- I consent,A Woman,,,,20646,56,Female,,Caucasian,,Hoppy microbrew,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 16:58:30,2018-10-24 16:59:21,IP Address,73.251.42.68,100,51,True,2018-10-24 16:59:22,R_2q8JE5jrez2UraF,,,,,37.4376068115234375,-79.2050018310546875,anonymous,EN,Yes- I consent,,,A Man,,24502,45,Female,,Caucasian,,Water,Yes,Yes,Somewhere in-between,Yes,3,
2018-10-24 16:58:26,2018-10-24 16:59:39,IP Address,98.200.13.113,100,73,True,2018-10-24 16:59:40,R_1C71AEv9cWwN71x,,,,,29.868804931640625,-95.53800201416015625,anonymous,EN,Yes- I consent,,,A Man,,77545,37,Female,,Black/African,,Water,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 16:58:48,2018-10-24 17:00:21,IP Address,100.38.74.74,100,92,True,2018-10-24 17:00:21,R_3m3IjUDqvjKrTla,,,,,40.62249755859375,-73.964996337890625,anonymous,EN,Yes- I consent,,,,A man and a woman,11210,23,Female,,Black/African,,Water,Maybe,Yes,Somewhere in-between,Yes,4,
2018-10-24 16:58:40,2018-10-24 17:00:30,IP Address,104.219.155.214,100,109,True,2018-10-24 17:00:30,R_1DI8yt69CPjG0Uq,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes- I consent,,,,A man and a woman,29486,41,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 16:59:32,2018-10-24 17:00:49,IP Address,69.10.119.222,100,77,True,2018-10-24 17:00:49,R_WoKn1R04P77nWIV,,,,,37.7671966552734375,-92.09909820556640625,anonymous,EN,Yes- I consent,,,,A man and a woman,65473,31,Female,,Caucasian,,Water,Maybe,Yes,Somewhere in-between,Yes,4,
2018-10-24 17:00:09,2018-10-24 17:01:05,IP Address,76.103.55.77,100,55,True,2018-10-24 17:01:05,R_3HjZyZoC8sfrJnr,,,,,37.932403564453125,-121.68939971923828125,anonymous,EN,Yes- I consent,,A Woman,,,94513,39,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Republican,Yes,2,
2018-10-24 16:59:29,2018-10-24 17:01:12,IP Address,47.225.5.128,100,103,True,2018-10-24 17:01:12,R_2V9diRqOGCvVHl4,,,,,39.6237030029296875,-104.87380218505859375,anonymous,EN,Yes- I consent,,A Woman,,,49341,61,Female,,Caucasian,,Coors Light,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 17:00:59,2018-10-24 17:02:28,IP Address,104.190.140.50,100,89,True,2018-10-24 17:02:28,R_3lRif9ngUV6XpCX,,,,,30.514495849609375,-97.667999267578125,anonymous,EN,Yes- I consent,A Woman,,,,78681,56,Female,,Caucasian,,Coors Light,Yes,Yes,Lean Republican,Yes,1,
2018-10-24 16:58:55,2018-10-24 17:02:58,IP Address,174.81.35.26,100,242,True,2018-10-24 17:02:58,R_3s4C4NOJ3VwKQXT,,,,,33.9058990478515625,-117.40309906005859375,anonymous,EN,Yes- I consent,A Woman,,,,92504,23,Female,,Asian,,Iced Tea,Yes,Yes,Somewhere in-between,Yes,1,
2018-10-24 17:02:01,2018-10-24 17:03:17,IP Address,72.83.34.216,100,76,True,2018-10-24 17:03:18,R_1QyC6f9IQuSvBlX,,,,,39.11480712890625,-77.2462005615234375,anonymous,EN,Yes- I consent,,,,,20877,22,Male,,Black/African,,Water,Yes,Yes,Somewhere in-between,Yes,5,
2018-10-24 17:02:42,2018-10-24 17:03:30,IP Address,142.196.83.21,100,48,True,2018-10-24 17:03:30,R_ac3iOjutkJKHkaZ,,,,,28.801300048828125,-81.285003662109375,anonymous,EN,Yes- I consent,,,A Man,,32746,35,Female,,Asian,,Water,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 17:02:03,2018-10-24 17:04:05,IP Address,169.2.108.102,100,122,True,2018-10-24 17:04:05,R_PO0gkJKFy8RIlpf,,,,,38.4243011474609375,-121.4369964599609375,anonymous,EN,Yes- I consent,,A Woman,,,95742,34,Male,,Caucasian,,Water,Yes,Yes,Somewhere in-between,Yes,2,
2018-10-24 17:03:05,2018-10-24 17:04:08,IP Address,174.77.94.2,100,62,True,2018-10-24 17:04:08,R_1d5msxFnWTbB2yd,,,,,37.11700439453125,-76.51349639892578125,anonymous,EN,Yes- I consent,,,,A man and a woman,23608,34,Male,,Black/African,,Water,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 17:03:11,2018-10-24 17:04:17,IP Address,97.124.251.3,100,66,True,2018-10-24 17:04:18,R_2S9vK4kvBhFHLHb,,,,,33.5081939697265625,-112.10109710693359375,anonymous,EN,Yes- I consent,,,,,85143,57,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Republican,Yes,5,
2018-10-24 17:03:58,2018-10-24 17:04:49,IP Address,174.83.29.150,100,51,True,2018-10-24 17:04:49,R_3qyW4BUGp3NdeOl,,,,,44.1945037841796875,-72.49359893798828125,anonymous,EN,Yes- I consent,A Woman,,,,05641,26,Male,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,1,
2018-10-24 17:04:31,2018-10-24 17:05:14,IP Address,24.2.129.195,100,42,True,2018-10-24 17:05:15,R_R5dCSuYIjW5wkKt,,,,,41.5496978759765625,-72.65309906005859375,anonymous,EN,Yes- I consent,,,A Man,,06457,33,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 17:04:35,2018-10-24 17:05:25,IP Address,172.58.84.202,100,49,True,2018-10-24 17:05:25,R_u4lJ9sujKdi6KGJ,,,,,44.9644927978515625,-93.2617034912109375,anonymous,EN,Yes- I consent,A Woman,,,,49240,45,Female,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,1,
2018-10-24 17:04:40,2018-10-24 17:06:11,IP Address,173.11.181.229,100,91,True,2018-10-24 17:06:11,R_OCKGEkva7Kxche9,,,,,29.7223052978515625,-95.62850189208984375,anonymous,EN,Yes- I consent,,,,A man and a woman,77082,40,Female,,"Black/African,Caucasian,Native American",,Coors Light,No,No,Somewhere in-between,No,4,
2018-10-24 17:05:46,2018-10-24 17:06:32,IP Address,73.122.254.22,100,45,True,2018-10-24 17:06:32,R_3IXHcgtPu2F1sqL,,,,,33.748992919921875,-84.38800048828125,anonymous,EN,Yes- I consent,,,,,29651,23,Male,,Black/African,,Iced Tea,Yes,Yes,Lean Republican,Yes,5,
2018-10-24 17:06:08,2018-10-24 17:06:54,IP Address,68.5.61.79,100,45,True,2018-10-24 17:06:54,R_1gu05MjfEpoBBR8,,,,,33.5084991455078125,-117.65650177001953125,anonymous,EN,Yes- I consent,,,,A man and a woman,92675,35,Male,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 17:06:04,2018-10-24 17:06:55,IP Address,207.255.1.98,100,50,True,2018-10-24 17:06:55,R_10OdYozQDlo0gU5,,,,,40.520904541015625,-78.40889739990234375,anonymous,EN,Yes- I consent,,,,A man and a woman,16057,44,Male,,Caucasian,,Iced Tea,Yes,Yes,Lean Republican,Yes,4,
2018-10-24 17:05:48,2018-10-24 17:07:11,IP Address,71.201.138.248,100,83,True,2018-10-24 17:07:12,R_VQFF5vgMpymOx4l,,,,,41.51019287109375,-87.7406005859375,anonymous,EN,Yes- I consent,,A Woman,,,60484,36,Female,,Black/African,,Iced Tea,No,No,Lean Democrat,Yes,2,
2018-10-24 17:06:28,2018-10-24 17:07:24,IP Address,68.98.143.23,100,56,True,2018-10-24 17:07:25,R_0D1R02IZntcxUd3,,,,,38.8195037841796875,-77.45580291748046875,anonymous,EN,Yes- I consent,,,A Man,,20151,57,Male,,Caucasian,,Iced Tea,Yes,Yes,Lean Republican,Yes,3,
2018-10-24 17:06:22,2018-10-24 17:07:25,IP Address,47.156.189.41,100,63,True,2018-10-24 17:07:25,R_3q8qfyrRYF2cwHV,,,,,34.102294921875,-117.81689453125,anonymous,EN,Yes- I consent,,,,,91773,42,Male,,Other - Please specify,Mixed white and arabic,Hoppy microbrew,Yes,Yes,Lean Democrat,Yes,5,Unknown
2018-10-24 17:06:21,2018-10-24 17:07:34,IP Address,70.175.84.132,100,73,True,2018-10-24 17:07:35,R_2tmR1AanzHPhcP8,,,,,33.6819000244140625,-112.09960174560546875,anonymous,EN,Yes- I consent,,A Woman,,,85032,52,Male,,Caucasian,,Water,Maybe,No,Lean Democrat,Yes,2,
2018-10-24 17:05:52,2018-10-24 17:07:51,IP Address,73.66.56.180,100,119,True,2018-10-24 17:07:51,R_1oe8SzvS6QtePIJ,,,,,38.6262054443359375,-121.324798583984375,anonymous,EN,Yes- I consent,,,A Man,,95608,56,Female,,Other - Please specify,white,Water,Maybe,No,Somewhere in-between,,3,Unknown
2018-10-24 17:07:21,2018-10-24 17:08:05,IP Address,173.216.247.34,100,43,True,2018-10-24 17:08:05,R_2eVeXHGzvciiqIt,,,,,36.66900634765625,-93.24810028076171875,anonymous,EN,Yes- I consent,A Woman,,,,65616,30,Male,,Caucasian,,Coors Light,Yes,Yes,Lean Republican,Yes,1,
2018-10-24 17:07:42,2018-10-24 17:08:15,IP Address,97.70.141.187,100,32,True,2018-10-24 17:08:15,R_Z3rnNlgibbVFWfL,,,,,42.461700439453125,-83.40529632568359375,anonymous,EN,Yes- I consent,,,,,48114,30,Male,,Caucasian,,Water,No,No,Lean Republican,Yes,5,
2018-10-24 17:07:41,2018-10-24 17:08:17,IP Address,108.41.130.169,100,36,True,2018-10-24 17:08:18,R_2pYaDa13iqIA4lg,,,,,40.6251068115234375,-74.03029632568359375,anonymous,EN,Yes- I consent,,A Woman,,,11220,21,Male,,Asian,,Water,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 17:07:44,2018-10-24 17:08:26,IP Address,76.5.110.102,100,42,True,2018-10-24 17:08:26,R_3s6VeVKnD13NQHg,,,,,40.201507568359375,-77.18890380859375,anonymous,EN,Yes- I consent,A Man,,,,44047,42,Female,,Caucasian,,Coors Light,Maybe,No,Lean Republican,Yes,1,
2018-10-24 17:07:21,2018-10-24 17:08:26,IP Address,47.22.10.86,100,65,True,2018-10-24 17:08:27,R_1cYu7XJ8LptVRrs,,,,,41.3217926025390625,-74.20079803466796875,anonymous,EN,Yes- I consent,,,,,11220,24,Female,,Asian,,Iced Tea,Maybe,No,Somewhere in-between,Yes,5,
2018-10-24 17:07:39,2018-10-24 17:08:27,IP Address,24.91.180.31,100,48,True,2018-10-24 17:08:28,R_0eX1fDxUrUfF1F7,,,,,42.10699462890625,-72.62039947509765625,anonymous,EN,Yes- I consent,,,A Man,,01001,39,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 17:07:06,2018-10-24 17:08:37,IP Address,164.58.0.110,100,91,True,2018-10-24 17:08:38,R_tE79Jutd761O0GR,,,,,35.909393310546875,-94.97869873046875,anonymous,EN,Yes- I consent,A Woman,,,,73071,34,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 17:08:06,2018-10-24 17:09:24,IP Address,98.166.42.184,100,77,True,2018-10-24 17:09:24,R_PXK1KuVKqfU9w4h,,,,,37.1132049560546875,-76.5178985595703125,anonymous,EN,Yes- I consent,,,A Man,,23602,34,Female,,Other - Please specify,latina,Iced Tea,Maybe,Yes,Lean Democrat,Yes,3,Unknown
2018-10-24 17:10:17,2018-10-24 17:11:17,IP Address,174.209.28.190,100,59,True,2018-10-24 17:11:17,R_1jj4pH5u4I0EqFW,,,,,39.910797119140625,-105.01090240478515625,anonymous,EN,Yes- I consent,,A Woman,,,80218,54,Male,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 17:10:37,2018-10-24 17:11:44,IP Address,45.36.254.208,100,66,True,2018-10-24 17:11:44,R_3KAEvxlWOQQkxD0,,,,,36.06170654296875,-79.82340240478515625,anonymous,EN,Yes- I consent,,,,A man and a woman,27403,64,Male,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 17:10:49,2018-10-24 17:12:06,IP Address,24.102.65.189,100,76,True,2018-10-24 17:12:06,R_Z8cf8Q46ezBUbiF,,,,,40.77630615234375,-73.91100311279296875,anonymous,EN,Yes- I consent,,,,,11105,31,Female,,Black/African,,Water,Yes,Yes,Lean Democrat,Yes,5,
2018-10-24 17:11:37,2018-10-24 17:12:40,IP Address,76.240.43.224,100,63,True,2018-10-24 17:12:40,R_2P0YWWZz9dHCxph,,,,,41.7079010009765625,-81.19899749755859375,anonymous,EN,Yes- I consent,,,A Man,,44077,62,Female,,Caucasian,,Water,No,Yes,Lean Democrat,Yes,3,
2018-10-24 17:11:00,2018-10-24 17:13:25,IP Address,98.194.201.41,100,144,True,2018-10-24 17:13:25,R_122VJnlL8S6ed6J,,,,,29.6721954345703125,-95.4860992431640625,anonymous,EN,Yes- I consent,,A Woman,,,91780,21,Female,,Asian,,Water,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 17:12:54,2018-10-24 17:14:19,IP Address,173.22.139.82,100,84,True,2018-10-24 17:14:19,R_1OxkgXQ3ZCqQ6LA,,,,,33.3715057373046875,-111.43689727783203125,anonymous,EN,Yes- I consent,,,,A man and a woman,85118,46,Female,,Caucasian,,Iced Tea,Maybe,Yes,Lean Republican,Yes,4,
2018-10-24 17:12:59,2018-10-24 17:14:41,IP Address,107.77.215.213,100,101,True,2018-10-24 17:14:41,R_2w06MYYDsn3yqXY,,,,,28.4871063232421875,-81.408203125,anonymous,EN,Yes- I consent,,A Woman,,,32952,29,Male,,Caucasian,,Hoppy microbrew,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 17:13:49,2018-10-24 17:14:59,IP Address,108.40.126.94,100,70,True,2018-10-24 17:14:59,R_31gCGPrXsy013hH,,,,,39.2725982666015625,-76.86139678955078125,anonymous,EN,Yes- I consent,,,,A man and a woman,21042,27,Male,,"Asian,Black/African",,Iced Tea,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 17:12:02,2018-10-24 17:15:02,IP Address,76.101.148.141,100,179,True,2018-10-24 17:15:02,R_OeQ8wffqKqiceK5,,,,,26.625396728515625,-81.6248016357421875,anonymous,EN,Yes- I consent,A Woman,,,,33907,61,Female,,Caucasian,,Water,Maybe,Yes,Lean Democrat,Yes,1,
2018-10-24 17:14:29,2018-10-24 17:15:14,IP Address,107.221.23.148,100,44,True,2018-10-24 17:15:14,R_z29tFx9Pu5gk9XP,,,,,30.4600982666015625,-89.08860015869140625,anonymous,EN,Yes- I consent,,,,,39503,41,Female,,"Asian,Caucasian",,Water,Yes,Yes,Lean Democrat,Yes,5,
2018-10-24 17:15:15,2018-10-24 17:16:16,IP Address,73.5.54.16,100,60,True,2018-10-24 17:16:16,R_30cnaVcklxTZURn,,,,,32.5171051025390625,-90.1367034912109375,anonymous,EN,Yes- I consent,,,A Man,,39110,41,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 17:15:07,2018-10-24 17:16:19,IP Address,97.73.244.15,100,71,True,2018-10-24 17:16:19,R_1HcwV1irLkh4bTC,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes- I consent,A Woman,,,,91730,88,Female,,Asian,,Iced Tea,No,No,Somewhere in-between,No,1,
2018-10-24 17:15:55,2018-10-24 17:16:30,IP Address,65.35.61.34,100,35,True,2018-10-24 17:16:31,R_1r3y2vU36b6VDib,,,,,27.845001220703125,-82.3125,anonymous,EN,Yes- I consent,,,,,33579,33,Male,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,5,
2018-10-24 17:16:16,2018-10-24 17:17:42,IP Address,108.250.111.64,100,86,True,2018-10-24 17:17:42,R_2OP7rrZaH9PNFIq,,,,,32.591400146484375,-96.772796630859375,anonymous,EN,Yes- I consent,A Woman,,,,75240,38,Female,,Black/African,,Water,Yes,Yes,Somewhere in-between,Yes,1,
2018-10-24 17:18:04,2018-10-24 17:18:46,IP Address,184.57.164.219,100,42,True,2018-10-24 17:18:46,R_247tu526oAMfbYI,,,,,39.7154998779296875,-84.1636962890625,anonymous,EN,Yes- I consent,,,,A man and a woman,45429,25,Male,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,4,
